genesis,1.0
vedas.,0.0
Genesis,1.0
Vedas.,0.0
Word,0.7901877718557143
God,0.0
Vcdas,1.0
creation,0.5058325047157143
god,0.0
word,0.7901877718557143
beginning,0.5852062248685715
vcdas,1.0
humanity.,0.0
uplift,0.7019550008655999
guidance,1.0
light,0.0
throw,0.8030983490935983
flood,1.0
perfect,0.8073499474525963
life,0.5323383030732338
God,0.0
ideal,1.0
god,0.0
man perfect,1.0
man,0.5609053222032195
source,0.6971519903546513
knowledge reveals,1.0
creation,0.7561108990346217
beginning,1.0
knowledge,0.0
adequate,0.8022985133875988
part,0.5628350223057186
soul,0.0
satis-,1.0
life,0.0
faction,1.0
fulfilment,0.703856379781148
thirst,0.7822056253076087
journey,0.7822056253076087
truth,0.5333731600992333
God,0.0
soul,0.8192107515895903
god,0.0
contain,1.0
knowledge,0.0
god,0.8295339894085851
God,0.8295339894085851
"God creates,",1.0
"god creates,",1.0
world.,1.0
Vedas,1.0
God,0.0
vedas,1.0
god,0.0
world,0.6990801593411503
eternity,0.0
ever.,1.0
rig veda mandal,1.0
Yajurveda chapter,0.07407407407444444
veda mandal,1.0
sukta,0.76119739459
mantra,0.6449736881522222
Veda,0.2222222222222222
rig,0.5905950366388889
Mandal,0.85210493847
rig veda,0.07407407407444444
Rig Veda Mandal,1.0
yajurveda chapter,0.07407407407444444
Rig Veda,0.07407407407444444
veda,0.2222222222222222
mandal,0.85210493847
Veda Mandal,1.0
Yajurveda,1.0
90,0.5555555555555556
chapter,0.6936987447655555
10,0.0
31,0.3949399372122222
yajurveda,1.0
Sukta,0.76119739459
Mantra,0.6449736881522222
Rig,0.5905950366388889
atharva,0.7210978479977849
10,0.0
atharva veda,0.06250000000049219
Atharva,0.7210978479977849
veda,0.5126359923123109
kand,0.8552105890401431
mantra,0.7210978479977849
Sutta,1.0
Kand,0.8552105890401431
Atharva Veda,0.06250000000049219
Veda Kand,1.0
veda kand,1.0
Mantra,0.7210978479977849
verse,0.24999999999971878
atharva veda kand,1.0
Veda,0.5126359923123109
sutta,1.0
20,0.6250000000004219
revela-,1.0
Atharva Veda Kand,1.0
speak,0.7373909121355328
Vedas,0.0
vedas,0.0
yajur,0.5354606601987322
Sama,0.5607162789222195
"vedas rig,",1.0
Yajur,0.5354606601987322
Atharva.,0.8060388784525968
"Vedas Rig,",1.0
Rig,0.5414051505357292
tion,1.0
atharva.,0.8060388784525968
sama,0.5607162789222195
rig,0.5414051505357292
Swami,1.0
"Swami Dayananda,whose commentary",1.0
swami,1.0
"swami dayananda,whose commentary",1.0
"Swami Dayananda,whose",1.0
"swami dayananda,whose",1.0
Introduction,1.0
introduction,1.0
translation,0.0
subject,0.6600413552176001
translation,1.0
vedas.,0.0
Vedas.,0.0
Maharshi Patanjali,1.0
Maharshi,0.24999999999971878
maharshi patanjali,1.0
maharshi,0.24999999999971878
Patanjali,1.0
patanjali,1.0
Mahabhashya,0.8067667591000242
101,0.0
mahabhashya,0.8067667591000242
Shakhas,1.0
shakhas,1.0
yajurveda,0.0
Yajurveda,0.0
kanva,0.7748952557456125
Madhyandini,1.0
Taitriya,1.0
taitriya,1.0
Kanva,0.7748952557456125
madhyandini,1.0
present,0.0
dayananda,0.0
Maharshi,0.5265659986422367
kapishthal,0.8047803229255976
point,0.6334622604791832
maharshi dayananda,1.0
Kapishthal,0.8047803229255976
Maharshi Dayananda,1.0
Dayananda,0.0
maitrayani,1.0
Maitrayani,1.0
Kathak,0.8047803229255976
kathak,0.8047803229255976
maharshi,0.5265659986422367
patanjali.,1.0
Patanjali.,1.0
Vedas,1.0
vedas,1.0
20380,0.0
Veda,0.2857142857142857
10522,0.0
rig veda,1.0
Rig Veda,1.0
veda,0.2857142857142857
rig,1.0
Rig,1.0
Veda,0.2857142857142857
Yajur,1.0
yajur veda,1.0
yajur,1.0
2006,0.0
veda,0.2857142857142857
Yajur Veda,1.0
Sam Veda,1.0
Sam,1.0
sam,1.0
sam veda,1.0
veda,0.2857142857142857
1875,0.0
Veda,0.2857142857142857
atharva veda,1.0
atharva,1.0
Veda,0.2857142857142857
Atharva Veda,1.0
veda,0.2857142857142857
Atharva,1.0
5977,0.0
time,1.0
Vedas,0.0
reproduce,1.0
vedas,0.0
system,0.6927258020801536
memory,0.7995287782151
vogue,1.0
state,0.0
lack,0.7219045041311389
patronage.,1.0
Rishis,0.0
Mantras,1.0
mantras,1.0
rishis,0.0
research scholars,1.0
research,1.0
VEDA,0.0
YAJUR,1.0
YAJUR VEDA,1.0
yajur,1.0
veda,0.0
yajur veda,1.0
subject matter,1.0
devata,1.0
western scholars,1.0
matter,0.0
Devata,1.0
western,0.8043549823615977
subject,0.6818269070846591
verse,0.0
